duration,protocol_type,service,flag,src_bytes,dst_bytes,hot,num_failed_logins,num_compromised,root_shell,num_root,count,srv_count,rerror_rate,srv_rerror_rate,same_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_srv_diff_host_rate,attack_category
60.202428618350424,0,3,0,1316.7456935454493,912.9425537759532,0,0,0,0,0,11,2,0.6116531604882809,0.007066305219717406,0.023062425041415757,0.3998609717152555,44,22,0.6803075385877797,0
0.321901719876468,1,3,1,262.5262508953778,275.7870542258224,1,0,0,0,0,10,7,0.32533033076326434,0.388677289689482,0.2713490317738959,0.3567533266935893,45,24,0.7290071680409873,0
1.9526023834247481,0,0,7,20.09094006256505,1.9700419741434867,1,0,0,0,0,7,2,0.8957635956735194,0.47537022318211175,0.5632755719763837,0.1393314544058757,52,21,0.10549425983027061,2
2.604177331233148,0,0,3,440.5191413413164,2373.312770663391,2,0,0,0,0,7,8,0.2848404943774676,0.036886947354532795,0.6095643339798968,0.05147875124998935,45,16,0.6721355474058786,0
5.019189135688191,1,2,0,76.73852499523488,4.7314579405810475,0,0,0,0,0,12,5,0.3410663510502585,0.11347352124058907,0.9246936182785628,0.2579416277151556,53,21,0.9004180571633305,1
4.3622651387932265,0,2,7,75.67810959654516,30.81932080703115,1,0,0,0,0,8,4,0.3664687845828599,0.7441705230565623,0.7209399242521293,0.5425402305548993,50,16,0.43439436551042865,2
13.830704804073042,2,4,3,848.6418946848798,1463.40875581733,1,2,0,0,0,22,4,0.9300168348108319,0.0704161308495439,0.20891871761536018,0.3586467812961639,45,17,0.2965101436477985,0
19.771552683961815,2,5,1,216.01148694696454,73.58294369751586,0,0,0,0,0,11,4,0.3601906414112629,0.12706051265188478,0.5222432600548044,0.21582102749684318,53,20,0.32295647294124596,0
65.74759846537204,2,1,9,1807.7676421150625,1190.6427327993417,0,0,0,0,0,7,5,0.12016464780564218,0.3418796667164016,0.09179906581344188,0.3114133093912942,57,19,0.26089362334171395,0
4.783626043772356,0,5,7,288.04698263267267,144.34532585186676,1,0,0,0,0,13,4,0.6182538843378929,0.3365542148887265,0.6557226353807422,0.6816136689727897,47,20,0.41794603171557876,1
26.309096311417655,0,0,2,136.61010347776724,287.70400498043665,0,0,0,0,0,7,4,0.8471431440955898,0.3549051904627206,0.9568008851264563,0.48252094964264247,50,13,0.7812960504712025,0
26.71472905736577,1,1,8,789.4725698780809,1223.6024917646364,1,0,0,0,0,12,7,0.7771469159274368,0.558404249735805,0.4242220092469763,0.11119748230615134,50,20,0.7460448792654233,0
